,tweet_id,text,num_likes,date,author,Label,cluster,x,y,model_minority
40,1244958381103665155,Agree 👍 https://t.co/bMRSf2GatT,3,2020-03-31 12:03:02,Rudradaman1,Counterhate,-1,1.7262657,13.4143305,0
41,1244959110937956352,"$BNGO COVID-19 NEWSSSSSSSSSSSSSSSSSSS
🚀🚀🚀🚀🚀🚀🤞🙏
BETTER THAN $VVUS",2,2020-03-31 12:05:56,Madeforprofit1,Counterhate,4,7.9592004,5.623563,0
42,1244959551067168769,USA has tested 1 million people for #Covid19 - in 3 Months. USA has a population of 327 Million people. This is absolutely unacceptable.,2,2020-03-31 12:07:41,JacquelineM322,Counterhate,4,10.56822,2.4991553,0
43,1244960683474554885,"Meanwhile, the @DOHgovph only revised its #COVID19 testing protocol to account for frontline health workers today. #FreeMassTestingNOWPH #NOtoVIPTesting",3,2020-03-31 12:12:11,randomsalt,Counterhate,4,10.360051,4.2281456,0
44,1244975257905225728,The right #Cisco calling 📞 solution can help your business get through #COVID19 workplace challenges. Learn from our own Brian Mahoney how we can help you implement a full #collab strategy in a cost-effective way. https://t.co/Bd7J3EGtd9 https://t.co/qaK9Dg8AC3,0,2020-03-31 13:10:06,eamonnkmurphy,Counterhate,4,10.917194,3.7261798,0
45,1244976630310764544,this is actually very disgusting... https://t.co/tsxZdbipRp,1,2020-03-31 13:15:33,nurizaocean,Counterhate,2,5.5287933,-0.9716173,0
46,1244977728539037704,"https://t.co/MWiA1jvySX

Anzyz is excited and proud to release CARA (Coronavirus Assessment and Research Assistant) into laboratory testing today! CARA is the first AI-based #COVID19 diagnostic assistant. #AI #MachineLearning #Tech #ArtificialIntelligence",2,2020-03-31 13:19:55,AnzyzTech,Counterhate,4,10.669196,3.5865583,0
47,1244985751953182721,More people are in need of food and less food is being donated. Tackle hunger with us and help donate to those in need. https://t.co/ks3aiFb19F #tacklehunger #hunger,1,2020-03-31 13:51:48,souperbowl,Counterhate,4,11.575949,3.4856453,0
48,1244986850911096833,"These mighty tyrants will fail to do, 
They fail to split the world in two.
But from their acts a danger bred;
An ague, leaving many dead.
And physics find no remedy;
For this is worse than leprosy.
Oh many signs for all to see;
The truth of this true prophecy. #COVID19 https://t.co/aN7amwXeyE",4,2020-03-31 13:56:10,Mothershiptons,Counterhate,3,12.871081,4.605151,0
49,1244987421592346627,She is untruthful!! Sad and disgusting. https://t.co/TighPDGuox,0,2020-03-31 13:58:26,VBaus,Counterhate,4,7.6758804,3.4543173,0
50,1244990685012508674,This is despicable https://t.co/R0UkZaJKFo,5,2020-03-31 14:11:24,WassabiSabi,Counterhate,4,7.1619306,3.6717002,0
51,1244991963755155457,"Low down on yo arrogance,otherwise you've no place in our society,just accept but don't envy, Zakke isn't yo class
Feel it https://t.co/qYhnNrP6yF",2,2020-03-31 14:16:29,raysengo,Counterhate,4,8.351083,2.4399076,0
52,1244992303825072129,"So y’all.. I’ve had the coronavirus for almost 2 weeks. Let me tell y’all if it doesn’t kill you, it is 100% the most annoying and nerve racking sickness I’ve ever had.",4,2020-03-31 14:17:50,KesibutBetter,Counterhate,4,10.94099,-0.22105491,0
53,1245004991934365699,#ThisIsAmerica with #COVID19 https://t.co/AQQ8eGntDC,0,2020-03-31 15:08:15,GESSopines,Counterhate,4,9.4490595,4.700381,0
54,1245005322885959680,Connectivity with a purpose and meaning can be very important in times like these: don't forget to take care of your spiritual health! #StayAtHome #StayConnected #stayhealthy #COVID19 #rcdsb https://t.co/ytpm2cN078,0,2020-03-31 15:09:34,MCSWellness,Counterhate,4,11.1823635,3.3528826,0
55,1245010666173476867,"""Pray today and tomorrow and everyday. Begin with confession of our own sin and repentance for it... Pray for a renewal of faith and commitment to Jesus Christ... Pray for God to intervene and rid the world of coronavirus. The Lord is able!"" https://t.co/k2w6uRELzF",0,2020-03-31 15:30:48,bland_joshua,Counterhate,3,12.647784,4.4936438,0
56,1245012050868416512,😢 this is so sad. May she rest in pace https://t.co/TZIpX7I5kq,2,2020-03-31 15:36:18,_Barolina_,Counterhate,3,11.909603,5.1637273,0
57,1245014063643537409,Y’all we need to really come together and help at least slow this down!! I know the US is bigger than China but it still doesn’t make it any less scary or dangerous! https://t.co/uKALapswmr,1,2020-03-31 15:44:18,moonxmami,Counterhate,4,10.303959,-0.008695198,1
58,1245019613177446405,"SHARE THIS AD
https://t.co/6AajapBO2w",1,2020-03-31 16:06:21,SteveGarrin,Counterhate,4,10.057009,5.448615,0
59,1245020025146052608,"There’s a new CULT of Christians; “TRUMP CHRISTIANS”. BIG group, mostly former JESUS CHRISTIANS. 

Jesus C’s have a need for morality; desire to be merciful &amp; seek peace, love &amp; forgiveness for others &amp; eternal salvation; humility &amp; brotherly love. 

THAT’S NOT TRUMP CREED! https://t.co/8ZlRMiOUFW",1,2020-03-31 16:08:00,GilGnoble,Counterhate,3,12.5630865,4.3749137,0
60,1245030677189451776,"The National Coronavirus Helpline is 919. 

Share widely &amp; #StaySafeUG https://t.co/i3ewcpUkPy",35,2020-03-31 16:50:19,digitaldidan,Counterhate,4,10.134059,4.470987,0
61,1245030765370306561,@KamalaHarris The perpetrator killed Asian American and his two daughters because he thought they were Chinese and covid-19 patients.  It’s a typical racism.  I express my condolences.  May three souls rest in peace.,0,2020-03-31 16:50:40,Hiro32363549,Counterhate,4,10.335916,1.2232096,0
62,1245032220819161090,"You mistaken Gods allowance for mans mistakes.

Sin=Death https://t.co/ZlTZK88anD",0,2020-03-31 16:56:27,BoofyMagic,Counterhate,4,9.4111805,4.26731,0
63,1245033504754356224,This is perfection! Bravo👏Bravo👏❤️❤️ https://t.co/sSFhjDOEo8,5,2020-03-31 17:01:33,426fh,Counterhate,4,9.644912,5.622834,0
64,1245033873408491520,"The one thing I think everyone doesn't realize is that this Covid19 is hard on everyone... But it's harder on those who have mental illness. We (because I am one of the millions who have it) use more than just medication to help us cope.
#destigmatizementalillness",0,2020-03-31 17:03:01,medusa_lg,Counterhate,4,11.084714,0.6821821,0
65,1245041775456157696,Let's file a Class Action suit. Calling all attorney's in each state of USA https://t.co/666Vlxl353,32,2020-03-31 17:34:25,Cherokeelegs1,Counterhate,4,9.057629,3.341386,0
66,1245043163997376518,Uganda lacks the capacity to simply Test #COVID19,0,2020-03-31 17:39:56,Anklerise,Counterhate,4,9.820764,3.8298693,0
67,1245044254331764736,"ALL HAIL CORONAVIRUS! SEND FORTH THY RED RAYS OF DESPERATE DELUSION, INFECT VIA VIRULENT VENOM OF FEAR, SEAL WITH THE SIREN OF SENSELESS SUBMISSION! HAIL!

Where all this really originated.
https://t.co/FgJ37OvHNn",3,2020-03-31 17:44:16,angeldemonTV,Counterhate,3,12.628818,4.6778994,0
68,1245070758470193154,Stoppp https://t.co/mC1Sb6Yttz,0,2020-03-31 19:29:35,calistartare,Counterhate,4,9.520346,5.200327,0
69,1245070938988843012,"Our Asian American community here in Minnesota has been facing heightened discrimination during this COVID-19 pandemic. Viruses don’t discriminate and neither should we. Instead, let's support and care for one another. #mnleg https://t.co/VU67vmVSTo",23,2020-03-31 19:30:18,SenGregClausen,Counterhate,4,10.686263,1.3199039,0
70,1245071730827317248,"#Guayaquil, located in the Guayas Province of Ecuador, has been hit hard by #COVID19. We hold this city and its people in our hearts--GSF volunteers have been providing cleft care in this area for more than 30 years. Sending thoughts of health and strength to you. https://t.co/hqAgnNKi48",3,2020-03-31 19:33:27,globalsmile,Counterhate,4,11.582101,2.9855688,0
71,1245081642366050304,Please if somebody’s feeling sick do this pls https://t.co/2urW18ukJA,4,2020-03-31 20:12:50,shellsea23_,Counterhate,4,8.430192,4.7232037,0
72,1245082397357625346,You’re a stupid ass. Don’t believe any of this shit https://t.co/YYC3yk3Ydn,0,2020-03-31 20:15:50,fatbottomgerl,Counterhate,4,8.691792,-1.8194249,0
73,1245082804284723201,do they not realize how disgusting and disrespectful they are? white people have a bad reputation because of shit like this. i feel ashamed and so fucking sorry for the 2 sisters. when are we going to learn that acting this stupid won't solve the problem???? ffs https://t.co/ahlwAq1fG0,0,2020-03-31 20:17:27,holdonpeaches,Counterhate,4,10.446296,-0.632218,1
74,1245083937250082818,A child dying and alone has completely broken me. May Allah swt give sabr to this family https://t.co/CtFwZqzkTu,79,2020-03-31 20:21:57,Faduma_LDN,Counterhate,3,12.114328,5.037571,0
75,1245085689537941504,"For last 7 years I’ve only seen Hispanic, Asian &amp; Black healthcare providers, I’m old white lady.

Ethnicity isn’t what makes anyone better than anyone else.

She’s admitting she’s racist https://t.co/lSSRr9Roln",0,2020-03-31 20:28:55,dslittlefeather,Counterhate,4,9.055903,0.2331347,1
76,1245086017524203522,THIS IS NOT THE FLU. https://t.co/dPtH2f67Yg,0,2020-03-31 20:30:13,horacebury,Counterhate,4,5.0523868,2.1590512,0
77,1245088189834047492,"Hey everyone ❤️ These are unsettling times and COVID-19 is impacting our personal and professional lives, and those that we love. If you know me, you know that it breaks my heart that I cannot fix this or help… https://t.co/u02IDYuVQJ",0,2020-03-31 20:38:51,sweatyasamother,Counterhate,4,11.036201,1.3842096,0
78,1245100563014000640,"This is true of our colleagues in health,  children &amp; adult social care and frontline homeless services. It is not acceptable and we will not be silent. #PPE #COVID19 #endstreethomelessness https://t.co/buLQYTZonK",2,2020-03-31 21:28:01,emilyashmore,Counterhate,4,10.533877,3.1688268,0
79,1245101209297567750,#AdoptAGrandparent #YangGang this is so us! https://t.co/5CWhRwHSDW,0,2020-03-31 21:30:35,achelrayeelay,Counterhate,4,10.009537,4.833979,0
80,1245103667159719938,kudos to health tap! https://t.co/6oiTYePm1v,1,2020-03-31 21:40:21,noles4life,Counterhate,4,9.308822,5.8422995,0
81,1245124055318933504,This is a despicable lack of regard for healthcare workers facing the Coronavirus. And that crap doesn’t even work for its intended purpose. https://t.co/51jXr6zFYJ,2,2020-03-31 23:01:22,jashead,Counterhate,4,9.861979,1.2133493,0
82,1232769277016428544,"Let’s look at this empirically. 
-Have the eating habits of the Chinese changed for hundreds of years? Doubtful. 
- There is a bioweapons lab at the epicenter of the virus. 
- Infectious for oddly long period
- Phase I of the TA has an exit clause for China in case of disaster https://t.co/fciAUIfzS0",0,2020-02-26 20:47:54,TrentFuller7,Counterhate,4,8.373629,0.004158114,0
83,1232771970934222849,This is what the administration is focused on instead of testing....we are all so screwed. #coronavirususa https://t.co/cT13h99Zj5,8,2020-02-26 20:58:36,cachobweeney,Counterhate,4,9.252343,4.2757387,0
84,1232773487904854019,$VERB https://t.co/CjLoVaawjc,3,2020-02-26 21:04:37,Digmush,Counterhate,4,8.622119,6.3613,0
85,1232778226306625538,"I wish people could understand that the coronavirus is not a reason to insult, bully and harass asian people, either they’re Chinese or not",5,2020-02-26 21:23:27,jasmericano,Counterhate,4,7.444126,1.5495839,1
86,1232784738307280896,"@DrNancyM_CDC The CDC's refusal to upgrade PUI definition is destroying CDC's HC community credibility/public trust.  Hospital infection control officers are frustrated, worried.  How can you let this stand?  If the problem is tests, admit it and expedite EUA! https://t.co/3jPtBPIxM3",0,2020-02-26 21:49:20,geneanalyst,Counterhate,4,10.981658,0.457174,0
87,1232787706406723586,"@Miyhnea Same energy #miruirecuuntdelemn

https://t.co/2gvsBJxoTJ",0,2020-02-26 22:01:07,eurochestii,Counterhate,4,9.119106,4.994472,0
88,1232809353305968640,"@JoniCarley @AngrierWHStaff Avoiding excessive simple sugar intake is good for one’s health in other ways, but it’s absolute bullshit advice as far as susceptibility to Coronavirus infection is concerned",6,2020-02-26 23:27:08,Trawler_Trash,Counterhate,4,10.600248,1.6184343,0
89,1232814265100316673,"On the one hand, I’m fucking pissed that THIS is what anyone is worried about. The govt paid someone ridiculous money for this bullshit. Graphics not bad, just that it exists at all is beyond dumb.
On the other hand, I’d take that sweet govt $$$ to make this dumb shit. https://t.co/ZKVYzZhHo0",0,2020-02-26 23:46:40,FeralestEva,Counterhate,4,10.34398,-0.53853804,1
90,1232814792206888961,This whole coronavirus shit is just not making any sense at alllllll!!! It’s not adding up,0,2020-02-26 23:48:45,Bcuzican_,Counterhate,4,9.510011,1.6368976,0
91,1232672720023937027,"The 1 piece of advice I’m gonna give everyone before Coronavirus gets bad here, is to understand that American food service workers have no idea how cross contamination works. And thats the biggest reason I think that we’re completely unprepared to deal with this",0,2020-02-26 14:24:13,RickyRich_20,Counterhate,4,10.846751,0.27759552,1
92,1232675718385012736,Thats a ridiculous comment. I would rather eat fuckin garbage than starve you moron. https://t.co/T0oBelZSre,0,2020-02-26 14:36:07,thom59020084,Counterhate,4,9.143081,1.8885599,0
93,1232686254241673216,"Tell patients not to panic and follow good basic hygiene methods, say top doctors and epidemiologists. #Pharmacists #PatientEd #CommunityRx #SmartRx 

https://t.co/X1YhcGZTHl",1,2020-02-26 15:17:59,PharmacistsRx,Counterhate,4,10.807019,4.016987,0
94,1232695703358640128,"So I'm walking into Woolworths now, I see these two Chinese people with masks on. Kgante go na le coronavirus mo Mzansi?",0,2020-02-26 15:55:32,Mikorza,Counterhate,4,8.465115,4.9060483,0
95,1232702197923753984,"To all the ugly people attacking Asians in the world...You F...ing Suck!
How dare you!
#racist #TheRealDaytime
#CoronavirusOutbreak #coronavirus #thereal #coronavirususa",1,2020-02-26 16:21:21,blesjuel2,Counterhate,4,9.556176,2.9058566,0
96,1232702835613151234,saying that you are scared to be around Asians rn bc of the Coronavirus is a fucking racist ass statement and I don’t care what all of the dumb ass kids in my class think. https://t.co/chN56FRynS,3,2020-02-26 16:23:53,_xoxo_karlsss,Counterhate,4,7.556882,1.8968662,1
97,1232704933268422657,"@realDonaldTrump 

You're failing Americans--AGAIN. 

The thing your supporters and enablers don't seem to understand is that your negligence will affect them as deeply as it affects Democrats. They are as vulnerable to disease &amp; SocSec+Medicare cuts as everyone. https://t.co/4d2gUMYiKT",0,2020-02-26 16:32:13,rjeanroberts,Counterhate,4,10.691594,0.5773173,0
98,1232705364505878529,Will no one think of the investors!??1!? https://t.co/roW4L2HPa3,6,2020-02-26 16:33:56,davelevitan,Counterhate,4,7.20871,5.1444936,0
99,1232705467694141440,"Who thinks for this govt?
This is a serious contradiction https://t.co/yrgvC0FHdZ",0,2020-02-26 16:34:20,NaitwaJeff,Counterhate,4,8.97382,3.8637915,0
100,1232718877987155969,"@caitlinmoran So now we know. That’s not coronavirus in Italy, it’s distemper.",0,2020-02-26 17:27:37,chrisancliff,Counterhate,4,7.501248,-1.1796442,0
101,1232724351851601923,"Curitiba is not a bug, it's a feature. https://t.co/5PWgS20ecc",3,2020-02-26 17:49:23,gmgall,Counterhate,4,6.0649924,2.3030982,0
102,1232731657377107970,"I'm not sure if these numbers are correct, but I do believe we have no idea what the true numbers may be https://t.co/1GtiRa2qVy",0,2020-02-26 18:18:24,chrisbrown111__,Counterhate,4,7.590261,2.4411235,0
103,1232742983839223810,"EVERYONE WITH FLU LIKE SYMPTOMS SHOULD BE TESTED. NOT EVEN 500 HAVE.... PISSED...
https://t.co/uDNJHljARD",1,2020-02-26 19:03:25,RickByrnes1,Counterhate,2,6.1837773,-0.75145316,0
104,1232750885652041729,"Totally irresponsible.   True that it is being used politically, but it IS NOT the common cold and suggesting people perceive it as such is criminal https://t.co/h8GidTxe1E",0,2020-02-26 19:34:49,KatieClemency,Counterhate,4,9.841019,1.1385566,0
105,1232751617474039808,Let’s be clear. #COVID2019 or #coronavirus is not the common cold. It is not carried by solely asians. It is a huge threat but this does not mean we should stop supporting Asian businesses. I will be having Chinese food for lunch. #racism #fearmongering,1,2020-02-26 19:37:43,KiwiFunknuckle,Counterhate,4,8.482579,-0.017669966,0
106,1232753945266860032,It is NOT a pandemic!!!  The symptoms are not as bad as many flu strains are.  This is being pumped to be bigger than it is - to be used as an excuse/reason for the Central Banks failure.  So NO stop the crap and get on with life. https://t.co/dtA58OtRvG,0,2020-02-26 19:46:58,cbfmcknight,Counterhate,4,11.253203,0.061945286,0
107,1239053169478549504,"Corona awareness, spread the word #Covid_19PH 
https://t.co/PJtW2LC3xU https://t.co/iRBYujdHVN",0,2020-03-15 04:57:50,zaid_nisar,Counterhate,4,10.079348,5.208472,0
108,1239061030459899906,PREACH! https://t.co/jMM1m9VB6Z,0,2020-03-15 05:29:04,Bernard_P,Counterhate,-1,-1.1482418,7.327358,0
109,1239069653730594816,100% sure https://t.co/93i2H52Q2s,0,2020-03-15 06:03:20,NongNiko,Counterhate,4,9.025592,4.650508,0
110,1239069657325322240,@BorisJohnson @10DowningStreet @MattHancock  Stop #Eugenics policy! #Test #COVID19 at the beginning &amp; nationwide please!,1,2020-03-15 06:03:21,dolphinkrishna,Counterhate,4,9.958204,4.808296,0
111,1239073092997087232,Build a coronavirus map with fetch  https://t.co/tLd3CBnS70,21,2020-03-15 06:17:00,LaravelLinks,Counterhate,4,9.218805,5.52891,0
112,1239074564375642112,"When you want to rate on a scale of 10, how shitty your medical capabilities are,

Urinate on ten. https://t.co/LiUoouFCEw",0,2020-03-15 06:22:51,muralisatagopun,Counterhate,4,7.863428,2.729672,0
113,1239075739623763968,"@CBSLA I’m so sorry. My God - the stress anyone presenting as Asian has in the US right now. The fear of what people will think or do if they cough or sniffle. FoxNews is stoking that hate, calling it the Chinese Coronavirus, and Trump using China as the villain (“we didn’t cause it”)🤦🏼‍♀️",0,2020-03-15 06:27:31,Serena_Spencer,Counterhate,4,9.96117,-0.0010088781,1
114,1239079514380152832,"It's crazy how there's always a scapegoat to these sort of things, Asians and the Coronavirus, Hispanics and the Swine Flu, Black People and the Ebola. 

Lets face it.....Racism is the real pandemic here! 

#lovenothate #coronavirus  #pandemic",2,2020-03-15 06:42:31,ericfly23,Counterhate,4,10.783311,-0.22800784,0
